dataset,seed,target_hetero_ratio_threshold,strategy,pool_ratio,pool_node_ratio,hetero_edge_ratio,hetero_node_ratio_any,target_node_ratio,pool_count,hetero_node_count,overlap_count,precision,recall,f1,iou,score_mean_overlap,score_mean_missed_hetero
chameleon,1,0.0,random,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.9762845849802372,228.0,2223.0,222.0,0.9736842105263158,0.09986504723346828,0.18115055079559364,0.09959623149394348,0.0,0.0
chameleon,1,0.5,random,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.8880105401844532,228.0,2022.0,202.0,0.8859649122807017,0.09990108803165183,0.17955555555555555,0.0986328125,0.0,0.0
chameleon,1,0.75,random,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.5814668423364076,228.0,1324.0,130.0,0.5701754385964912,0.09818731117824774,0.1675257731958763,0.09142053445850915,0.0,0.0
chameleon,1,0.0,random,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.9762845849802372,342.0,2223.0,334.0,0.9766081871345029,0.15024741340530814,0.2604288499025341,0.14970865082922458,0.0,0.0
chameleon,1,0.5,random,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.8880105401844532,342.0,2022.0,304.0,0.8888888888888888,0.1503461918892186,0.25719120135363793,0.14757281553398058,0.0,0.0
chameleon,1,0.75,random,0.15,0.15019762845849802,0.7700742483139038,0.9762845635414124,0.5814668423364076,342.0,1324.0,196.0,0.5730994152046783,0.14803625377643503,0.2352941176470588,0.13333333333333333,0.0,0.0
chameleon,1,0.0,random,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.9762845849802372,455.0,2223.0,446.0,0.9802197802197802,0.200629779577148,0.33308439133681855,0.19982078853046595,0.0,0.0
chameleon,1,0.5,random,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.8880105401844532,455.0,2022.0,407.0,0.8945054945054945,0.2012858555885262,0.3286233346790472,0.1966183574879227,0.0,0.0
chameleon,1,0.75,random,0.2,0.19982433025911286,0.7700742483139038,0.9762845635414124,0.5814668423364076,455.0,1324.0,268.0,0.589010989010989,0.20241691842900303,0.3012928611579539,0.17736598279285243,0.0,0.0
chameleon,1,0.0,random,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.9762845849802372,683.0,2223.0,673.0,0.9853587115666179,0.3027440395861449,0.4631796283551274,0.3013882669055083,0.0,0.0
chameleon,1,0.5,random,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.8880105401844532,683.0,2022.0,612.0,0.8960468521229868,0.3026706231454006,0.45249537892791125,0.29240324892498804,0.0,0.0
chameleon,1,0.75,random,0.3,0.29995608256477824,0.7700742483139038,0.9762845635414124,0.5814668423364076,683.0,1324.0,398.0,0.582723279648609,0.30060422960725075,0.3966118584952666,0.2473586078309509,0.0,0.0
chameleon,1,0.0,degree,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.9762845849802372,114.0,2223.0,114.0,1.0,0.05128205128205128,0.09756097560975609,0.05128205128205128,176.26315307617188,20.14319610595703
chameleon,1,0.5,degree,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.8880105401844532,114.0,2022.0,113.0,0.9912280701754386,0.05588526211671612,0.10580524344569288,0.055857637172516066,176.56637573242188,20.598743438720703
chameleon,1,0.75,degree,0.05,0.05006587615283267,0.7700742483139038,0.9762845635414124,0.5814668423364076,114.0,1324.0,54.0,0.47368421052631576,0.04078549848942598,0.07510431154381084,0.03901734104046243,188.12962341308594,20.001575469970703
chameleon,1,0.0,degree,0.1,0.10013175230566534,0.7700742483139038,0.9762845635414124,0.9762845849802372,228.0,2223.0,228.0,1.0,0.10256410256410256,0.18604651162790695,0.10256410256410256,131.67105102539062,16.318296432495117
